0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00,   0.000000000000000000e+00
2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01,   2.500000000000000000e+01
5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01,   5.000000000000000000e+01
7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01,   7.500000000000000000e+01
1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02,   1.000000000000000000e+02
1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02,   1.250000000000000000e+02
1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02,   1.500000000000000000e+02
1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02,   1.750000000000000000e+02
2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02,   2.000000000000000000e+02
2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02,   2.250000000000000000e+02
